Season,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
"Total","Sean Doolittle","4 Tms",29,33,10.12500001,4,3,0,9,9,1,5,1,0,9,0.142857142,0.272727272,0.357142857,0.265431996434927,1581
"Total","Francisco Rodriguez","DET",3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1642
"Total","Javier Lopez","SFG",23,30,8.43750001,5,2,1,6,5,0,8,1,0,3,0.227272727,0.433333333,0.409090909,0.36845516747441787,1663
"Total","Chris Capuano","2 Tms",7,12,54.00000022,5,1,0,10,10,1,3,0,0,2,0.555555555,0.666666666,1,0.667328730225563,1701
"Total","Chin-hui Tsao","LAD",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1776
"Total","Kevin Gregg","CIN",2,3,81.00000081,2,0,0,3,3,0,0,0,0,1,0.666666666,0.666666666,0.666666666,0.5872159004211426,1793
"Total","Neal Cotts","2 Tms",16,21,5.4,4,1,0,5,3,2,2,0,0,6,0.210526315,0.285714285,0.578947368,0.36387471357981366,1797
"Total","Matt Belisle","3 Tms",27,37,6.13636363,9,1,0,5,5,0,7,3,0,8,0.3,0.432432432,0.333333333,0.32470861603231993,1837
"Total","Edwin Jackson","6 Tms",11,14,0,3,1,0,3,0,1,1,0,0,4,0.23076923,0.285714285,0.538461538,0.3412393629550934,1841
"Total","Ryan Madson","4 Tms",37,49,3.64864865,9,4,0,6,5,0,4,0,0,14,0.2,0.265306122,0.288888888,0.24743498709737038,1852
"Total","Sean Burnett","WSN",1,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1886
"Total","Matt Moore","4 Tms",35,40,5.5862069,7,1,0,6,6,1,3,0,1,8,0.194444444,0.275,0.305555555,0.2621937721967697,1890
"Total","David Aardsma","ATL",5,8,5.39999999,2,2,0,1,1,0,1,1,0,3,0.285714285,0.375,0.571428571,0.35893443652561735,1902
"Total","Jason Frasor","2 Tms",4,5,0,1,0,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.17616477012634277,1906
"Total","Matt Thornton","2 Tms",13,21,6.23076924,6,1,0,3,3,0,2,2,0,2,0.315789473,0.38095238,0.368421052,0.2975410881795381,1918
"Total","Zack Greinke","KCR",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1943
"Total","Cory Luebke","PIT",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
"Total","Ivan Nova","NYY",3,3,26.99999987,1,0,0,2,2,0,0,0,0,1,0.333333333,0.333333333,0.333333333,0.2928180495897929,1994
"Total","Buddy Carlyle","NYM",2,4,0,1,1,0,0,0,0,1,0,0,0,0.333333333,0.5,0.666666666,0.48577839136123663,2010
"Total","Jorge De La Rosa","2 Tms",20,20,8.43750001,1,0,0,5,5,1,3,1,0,9,0.058823529,0.2,0.235294117,0.179650112202293,2047
"Total","Jeremy Guthrie","KCR",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2072
"Total","Chien-Ming Wang","KCR",4,5,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0,0.13812240362167358,2074
"Total","Adam Loewen","2 Tms",3,4,9,1,0,0,1,1,0,0,0,1,2,0.333333333,0.5,0.333333333,0.39973853528499603,2134
"Total","Chris Narveson","MIA",4,3,135.00000135,2,0,0,5,5,2,0,0,0,1,0.666666666,0.666666666,2.666666666,1.3600176970163982,2141
"Total","Alfredo Simon","CIN",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2155
"Total","Chad Qualls","2 Tms",10,16,26.99999992,7,1,0,7,7,2,2,0,0,2,0.5,0.5625,1,0.6388665623962879,2170
"Total","Blaine Boyer","4 Tms",37,52,14.80645162,17,2,0,19,17,0,6,0,0,8,0.369565217,0.442307692,0.413043478,0.38119794313724226,2237
"Total","Brandon Gomes","TBR",7,7,10.79999998,2,0,0,2,2,1,0,0,0,2,0.285714285,0.285714285,0.714285714,0.4208740166255406,2267
"Total","Joel Peralta","2 Tms",9,9,3.85714285,1,0,0,1,1,1,2,1,0,2,0.142857142,0.333333333,0.571428571,0.3440171629190445,2332
"Total","Anthony Varvaro","BOS",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2385
"Total","Hector Rondon","3 Tms",42,52,7.10526316,11,0,0,11,10,2,6,0,0,9,0.239130434,0.326923076,0.369565217,0.3072202377594434,2391
"Total","Cory Rasmus","LAA",9,12,15.42857138,3,2,0,4,4,0,2,0,0,2,0.3,0.416666666,0.5,0.39618327220280963,2413
"Total","Corey Kluber","BOS",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429
"Total","Lance Lynn","NYY",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2520
"Total","Jhoulys Chacin","2 Tms",20,22,2.84210526,2,1,0,2,2,0,2,0,0,5,0.1,0.181818181,0.15,0.16015292026779868,2608
"Total","Scott Atchison","CLE",3,5,0,2,1,0,0,0,0,0,0,0,0,0.4,0.4,0.6,0.4274188756942749,2642
"Total","Brian Matusz","BAL",8,8,0,1,1,0,0,0,0,0,0,0,0,0.125,0.125,0.25,0.15703381597995758,2646
"Total","Brett Cecil","2 Tms",37,43,9,9,1,0,10,10,2,4,1,0,6,0.23076923,0.302325581,0.41025641,0.3005400101343791,2660
"Total","Joba Chamberlain","2 Tms",4,7,36,2,0,0,4,4,1,2,1,0,1,0.4,0.571428571,1,0.5976991156737009,2692
"Total","Jake Brigham","ATL",3,10,45,6,2,0,5,5,0,1,0,0,1,0.666666666,0.7,0.888888888,0.6722679495811462,2851
"Total","Ross Detwiler","7 Tms",21,21,4.5,1,0,0,3,3,0,2,0,0,4,0.052631578,0.142857142,0.052631578,0.10782175972348168,2859
"Total","Santiago Casilla","OAK",11,15,2.45454546,4,1,0,1,1,0,0,0,0,5,0.266666666,0.266666666,0.333333333,0.2584854205449422,2873
"Total","Luis Avilan","6 Tms",59,70,8.26530613,15,4,1,15,15,1,8,2,2,18,0.25,0.357142857,0.4,0.3229788909940159,2882
"Total","Zach McAllister","CLE",40,49,4.09090909,10,2,0,10,5,0,6,1,1,16,0.238095238,0.346938775,0.285714285,0.28485128035147983,2895
"Total","Jeff Locke","PIT",2,3,0,1,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.2928180495897929,2929
"Total","Josh Ravin","LAD",5,11,20.25000005,2,0,0,3,3,0,4,0,1,3,0.333333333,0.636363636,0.333333333,0.4757546511563388,2951
"Total","Kenley Jansen","LAD",2,3,0,0,0,0,0,0,0,1,0,0,2,0,0.333333333,0,0.23293709754943848,3096
"Total","Tony Watson","4 Tms",51,66,3.85714285,8,2,0,7,7,2,9,4,1,16,0.142857142,0.272727272,0.285714285,0.22836433495244673,3132
"Total","Tim Collins","2 Tms",8,11,7.71428573,3,0,0,2,2,1,1,0,0,1,0.3,0.363636363,0.6,0.4054156921126626,3164
"Total","David Price","2 Tms",17,22,1.8,5,2,0,1,1,0,2,0,0,5,0.25,0.318181818,0.35,0.2961254824291576,3184
"Total","Will Harris","2 Tms",68,79,6.51724138,16,3,0,16,14,2,5,0,0,20,0.216216216,0.265822784,0.337837837,0.2631621934190581,3192
"Total","Chris Young","KCR",15,18,6.23076922,3,0,0,5,3,1,1,0,0,6,0.176470588,0.222222222,0.352941176,0.25087672140863204,3196
"Total","Ervin Santana","KCR",2,3,0,1,0,0,0,0,0,0,0,0,1,0.333333333,0.333333333,0.333333333,0.29301844040552777,3200
"Total","Francisco Liriano","2 Tms",23,25,9,4,0,0,8,6,2,4,0,0,5,0.19047619,0.32,0.476190476,0.3351785898208618,3201
"Total","Jean Machi","3 Tms",10,12,0,1,1,0,0,0,0,1,0,0,3,0.09090909,0.166666666,0.181818181,0.16192613045374551,3220
"Total","T.J. McFarland","4 Tms",55,61,12.21428571,14,2,0,20,19,1,4,2,0,9,0.245614035,0.295081967,0.333333333,0.2630356661343979,3237
"Total","Zack Britton","2 Tms",17,27,10.38461542,5,1,0,5,5,0,10,0,0,4,0.294117647,0.555555555,0.352941176,0.4305604872880159,3240
"Total","Roberto Hernandez","HOU",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3273
"Total","Joe Smith","7 Tms",48,64,6,15,4,0,11,10,1,4,0,1,16,0.254237288,0.3125,0.372881355,0.30099980253726244,3281
"Total","Nate Adcock","CIN",2,5,81.00000081,2,1,0,3,3,1,2,0,0,1,0.666666666,0.8,2,0.9390501737594604,3282
"Total","Anibal Sanchez","2 Tms",6,8,4.5,1,1,0,1,1,0,1,0,0,1,0.142857142,0.25,0.285714285,0.24021223932504654,3284
"Total","Hector Noesi","2 Tms",3,8,18,4,1,0,2,2,0,1,0,0,1,0.571428571,0.625,0.714285714,0.5722275003790855,3292
"Total","Charlie Culberson","ATL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3298
"Total","Chris Hatcher","2 Tms",25,35,13.49999999,9,0,0,12,10,4,6,1,0,6,0.310344827,0.428571428,0.724137931,0.4675017279737136,3299
"Total","Darren O'Day","3 Tms",29,37,0,4,0,0,0,0,0,5,0,0,14,0.125,0.243243243,0.125,0.18849118013639707,3321
"Total","Matt Garza","MIL",1,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.4383344054222107,3340
"Total","Cesar Ramos","2 Tms",18,29,18,11,4,0,10,10,2,2,0,1,4,0.423076923,0.48275862,0.807692307,0.5369516693312546,3357
"Total","Miguel Montero","CHC",1,2,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0.3604545593261719,3364
"Total","Ubaldo Jimenez","BAL",3,4,0,0,0,0,0,0,0,1,0,0,1,0,0.25,0,0.1732485145330429,3374
"Total","Jumbo Diaz","2 Tms",24,28,9,7,2,0,8,6,1,3,0,0,3,0.28,0.357142857,0.48,0.3591903405530112,3397
"Total","Danny Duffy","KCR",6,8,16.20000006,1,0,0,3,3,1,2,0,0,2,0.166666666,0.375,0.666666666,0.4240267351269722,3542
"Total","Clay Buchholz","BOS",2,3,81.00000081,2,1,1,3,3,0,0,0,0,0,0.666666666,0.666666666,1.666666666,0.9370826482772827,3543
"Total","Carlos Frias","LAD",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3547
"Total","Liam Hendriks","3 Tms",38,48,3.85714286,5,3,0,7,5,0,8,2,0,18,0.125,0.270833333,0.2,0.20889474386754242,3548
"Total","Clayton Richard","CHC",8,8,67.50000068,4,0,0,5,5,0,1,1,1,0,0.666666666,0.75,0.666666666,0.6052408984729222,3551
"Total","Tony Barnette","TEX",28,36,7.875,10,2,1,8,7,2,1,1,0,7,0.285714285,0.305555555,0.571428571,0.35499929700578964,3555
"Total","Brian Schlitter","CHC",1,1,9,1,0,0,1,1,1,0,0,0,0,1,1,4,2.0652942657470703,3599
"Total","Jim Johnson","3 Tms",22,31,12,9,0,0,13,8,1,3,0,0,5,0.321428571,0.387096774,0.428571428,0.35780528091615244,3656
"Total","Logan Ondrusek","BAL",2,3,13.49999993,1,0,0,1,1,0,0,0,0,1,0.333333333,0.333333333,0.333333333,0.2928180495897929,3677
"Total","Cesar Jimenez","MIL",5,8,5.39999999,3,0,0,1,1,0,0,0,0,1,0.375,0.375,0.375,0.3303089439868927,3762
"Total","Zach Duke","5 Tms",49,53,12.34285714,9,1,2,18,16,0,10,4,0,14,0.209302325,0.358490566,0.325581395,0.2808612268798205,3840
"Total","Brett Oberholtzer","2 Tms",11,16,12,4,0,0,4,4,2,2,1,0,3,0.285714285,0.375,0.714285714,0.43180253108342487,3855
"Total","Rubby De La Rosa","ARI",3,5,27,1,0,0,3,3,1,1,1,0,1,0.25,0.4,1,0.4949713945388794,3862
"Total","Gavin Floyd","2 Tms",8,14,11.57142859,6,2,0,3,3,0,1,0,0,3,0.461538461,0.5,0.615384615,0.4794426773275648,3886
"Total","Enrique Burgos","ARI",12,14,18,5,1,0,7,6,1,1,0,0,1,0.384615384,0.428571428,0.692307692,0.4748935486589159,3895
"Total","Casey Fien","3 Tms",28,33,5.19230769,5,1,0,5,5,0,4,1,0,9,0.172413793,0.272727272,0.206896551,0.2135490719228983,3926
"Total","Matt Magill","3 Tms",19,23,7.94117648,3,0,0,6,5,1,3,0,0,7,0.15,0.260869565,0.3,0.252103258734164,3950
"Total","David Carpenter","2 Tms",4,5,0,0,0,0,0,0,0,2,0,0,0,0,0.4,0,0.27473721504211424,3959
"Total","Edward Mujica","3 Tms",6,7,0,1,0,0,1,0,0,1,1,0,0,0.166666666,0.285714285,0.166666666,0.14680397510528564,3970
"Total","Edinson Volquez","TEX",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3990
"Total","Allen Webster","2 Tms",5,6,13.50000003,2,1,0,2,2,1,0,0,0,1,0.333333333,0.333333333,1,0.532634437084198,3993
"Total","Enny Romero","3 Tms",31,40,8.30769231,7,1,0,10,8,2,6,0,0,13,0.205882352,0.325,0.411764705,0.3223239541053772,4001
"Total","Yusmeiro Petit","4 Tms",80,87,2.16,8,2,0,6,6,0,5,2,0,21,0.097560975,0.149425287,0.121951219,0.11536403684055103,4020
"Total","Hector Santiago","2 Tms",7,8,4.50000002,0,0,0,1,1,0,1,0,0,2,0,0.125,0,0.08628681302070618,4026
"Total","Steve Johnson","2 Tms",3,3,26.99999987,1,0,0,2,2,1,0,0,0,1,0.333333333,0.333333333,1.333333333,0.6884314219156901,4053
"Total","Brian Duensing","3 Tms",19,20,9.64285714,1,0,0,5,5,0,5,0,0,3,0.066666666,0.3,0.066666666,0.21598607897758484,4064
"Total","Pedro Strop","2 Tms",43,58,4.15384616,8,1,0,8,6,2,10,0,0,17,0.166666666,0.310344827,0.3125,0.28527948157540683,4070
"Total","Junichi Tazawa","3 Tms",41,49,8.24999999,7,3,0,11,11,2,6,1,0,12,0.162790697,0.265306122,0.372093023,0.27134887253244716,4079
"Total","Dan Runzler","PIT",2,2,0,0,0,0,0,0,0,1,0,0,1,0,0.5,0,0.3464970290660858,4080
"Total","Erik Cordier","MIA",3,4,0,0,0,0,0,0,0,1,0,0,1,0,0.25,0,0.1717107594013214,4086
"Total","James Russell","2 Tms",7,8,9,2,0,0,2,2,0,0,0,0,1,0.25,0.25,0.25,0.22020596265792847,4089
"Total","Luke Gregerson","2 Tms",10,10,10.12500003,1,1,0,3,3,0,1,1,0,1,0.111111111,0.2,0.222222222,0.13690759076012504,4090
"Total","Carlos Villanueva","2 Tms",15,17,3.85714286,5,0,0,2,2,0,1,0,0,4,0.3125,0.352941176,0.3125,0.2989107931361479,4138
"Total","Derek Holland","4 Tms",18,21,7.71428573,3,1,0,8,4,2,2,1,1,2,0.166666666,0.285714285,0.555555555,0.3268639773130417,4141
"Total","Edward Paredes","LAD",1,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4168
"Total","Rafael Dolis","TOR",8,12,0,1,0,0,0,0,0,3,0,0,2,0.111111111,0.333333333,0.111111111,0.2461837480465571,4185
"Total","David Hernandez","4 Tms",55,68,3.70588235,10,3,1,7,7,0,9,1,0,21,0.169491525,0.279411764,0.254237288,0.2402270391805848,4259
"Total","Mark Melancon","4 Tms",17,22,3.375,4,2,0,5,2,0,2,0,0,3,0.2,0.272727272,0.3,0.25432218746705487,4264
"Total","Manny Parra","CIN",9,11,18,4,1,1,4,4,0,1,1,0,2,0.4,0.454545454,0.7,0.4612090826034546,4279
"Total","Matt Albers","3 Tms",46,61,5.26829268,9,2,0,8,8,0,9,0,1,15,0.18,0.316666666,0.22,0.25867772301038106,4300
"Total","Justin Wilson","5 Tms",76,94,5.23880597,20,3,1,14,13,3,9,2,0,27,0.235294117,0.308510638,0.4,0.29893310368061066,4301
"Total","Tyler Chatwood","3 Tms",14,19,6.75000002,3,0,0,3,3,1,3,0,1,3,0.2,0.368421052,0.4,0.34326142700094925,4338
"Total","Kyle Drabek","CHW",1,2,27.00000027,1,0,0,1,1,1,0,0,0,0,0.5,0.5,2,1.0326471328735352,4359
"Total","Craig Breslow","3 Tms",15,22,13.50000003,8,1,0,6,6,1,2,0,0,3,0.4,0.454545454,0.6,0.44993899356235156,4363
"Total","Jonathon Niese","2 Tms",3,3,27.00000027,2,0,0,1,1,0,0,0,0,0,0.666666666,0.666666666,0.666666666,0.5864259998003641,4424
"Total","Jordan Zimmermann","DET",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4505
"Total","Mitch Harris","STL",6,6,13.50000003,1,0,0,4,2,1,1,0,0,1,0.2,0.333333333,0.8,0.458689550558726,4530
"Total","Jason Hammel","KCR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4538
"Total","Chris Smith","OAK",3,3,27.00000027,1,0,0,2,2,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.2928180495897929,4544
"Total","Joe Thatcher","HOU",4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4620
"Total","Brandon McCarthy","LAD",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4662
"Total","Sam LeCure","CIN",5,5,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0,0.13736860752105712,4664
"Total","Pat Neshek","3 Tms",46,46,4.6097561,5,0,1,7,7,2,0,0,0,14,0.108695652,0.108695652,0.282608695,0.15906979208407196,4682
"Total","Jeff Francis","TOR",3,4,26.99999987,2,0,0,2,2,1,0,0,0,1,0.5,0.5,1.25,0.736529529094696,4684
"Total","Nate Jones","4 Tms",29,34,3.11538462,5,0,0,3,3,1,2,0,1,11,0.161290322,0.235294117,0.258064516,0.22331223067115336,4696
"Total","Matt Cain","SFG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4732
"Total","Sergio Santos","2 Tms",2,3,13.50000014,1,1,0,1,1,0,0,0,0,0,0.333333333,0.333333333,0.666666666,0.4187568426132202,4734
"Total","Donnie Veal","ATL",1,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4741
"Total","Jonathan Broxton","2 Tms",19,26,1.5,2,1,0,3,1,0,4,1,0,6,0.09090909,0.23076923,0.136363636,0.16805569887161254,4759
"Total","Vinnie Pestano","LAA",6,11,13.50000003,4,1,0,3,2,1,3,1,0,2,0.5,0.636363636,1,0.645689857006073,4782
"Total","Rich Hill","SDP",3,4,26.99999987,2,0,0,2,2,0,0,0,0,0,0.5,0.5,0.5,0.4412681460380554,4806
"Total","Joe Blanton","4 Tms",27,35,7.875,6,3,0,8,7,0,7,5,0,7,0.214285714,0.371428571,0.321428571,0.25816715955734254,4849
"Total","Ryan Kelly","ATL",3,3,13.49999993,1,0,0,1,1,1,0,0,0,0,0.333333333,0.333333333,1.333333333,0.6884314219156901,4858
"Total","Mike Montgomery","2 Tms",24,35,12.27272726,8,0,1,10,10,2,6,1,0,4,0.275862068,0.4,0.551724137,0.3922299935537226,4869
"Total","Brandon Maurer","2 Tms",28,47,11.88000002,15,2,2,13,11,0,8,1,0,10,0.384615384,0.489361702,0.538461538,0.4383779064468715,4878
"Total","Peter Moylan","2 Tms",41,54,3.75,7,0,0,5,5,2,10,2,0,11,0.159090909,0.314814814,0.295454545,0.2689974285089053,4891
"Total","Justin De Fratus","PHI",14,18,12.27272726,8,2,0,5,5,0,0,0,0,7,0.444444444,0.444444444,0.555555555,0.433193564414978,4955
"Total","Fernando Salas","3 Tms",44,50,13.11428571,12,3,0,19,17,2,3,0,0,12,0.255319148,0.3,0.44680851,0.3213059651851654,4971
"Total","Fernando Abad","5 Tms",28,38,12.85714284,12,4,0,10,10,2,5,3,0,6,0.363636363,0.447368421,0.666666666,0.45004493168422155,4994
"Total","Jake Diekman","8 Tms",95,130,3.72413793,22,8,1,16,12,0,18,2,3,30,0.201834862,0.33076923,0.293577981,0.28292263858020306,5003
"Total","Bo Schultz","TOR",10,10,6,1,0,0,2,2,1,0,0,0,1,0.1,0.1,0.4,0.2014758825302124,5028
"Total","Dale Thayer","SDP",5,5,0,1,0,0,0,0,0,1,1,0,1,0.25,0.4,0.25,0.22020596265792847,5032
"Total","Yohan Flande","COL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5057
"Total","Josh Fields","2 Tms",23,29,7.36363636,8,3,1,6,6,0,2,0,0,9,0.296296296,0.344827586,0.481481481,0.35195801998006887,5070
"Total","Franklin Morales","KCR",12,15,2.45454545,2,1,0,1,1,0,0,0,1,2,0.142857142,0.2,0.214285714,0.19034831126530966,5088
"Total","Anthony Gose","CLE",5,7,0,1,1,0,1,0,0,3,1,0,0,0.25,0.571428571,0.5,0.4398274819056193,5097
"Total","Jeurys Familia","4 Tms",46,58,7.81578948,12,0,0,12,11,1,10,1,0,15,0.25,0.379310344,0.3125,0.31514839540448103,5114
"Total","Brandon Mann","TEX",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5172
"Total","Ernesto Frieri","TBR",4,7,0,1,0,0,0,0,0,2,0,0,1,0.2,0.428571428,0.2,0.3220728465488979,5178
"Total","Edgar Ibarra","LAA",1,4,27.00000027,1,0,0,1,1,0,2,0,0,0,0.5,0.75,0.5,0.5636274814605713,5195
"Total","Mike Pelfrey","CHW",2,2,54.00000054,1,0,0,2,2,0,0,0,0,0,0.5,0.5,0.5,0.4383344054222107,5203
"Total","Alex Gordon","KCR",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5209
"Total","Wade LeBlanc","3 Tms",19,22,3.17647059,3,0,0,2,2,0,2,0,0,2,0.15,0.227272727,0.15,0.18219683928923172,5221
"Total","Blake Parker","5 Tms",29,35,4,6,0,0,4,4,1,4,0,0,13,0.193548387,0.285714285,0.29032258,0.26174799714769637,5224
"Total","Vin Mazzaro","MIA",2,6,108.00000108,3,2,0,4,4,0,2,0,0,0,0.75,0.833333333,1.25,0.7945084969202677,5231
"Total","Wilmer Font","4 Tms",10,14,11.57142864,4,2,0,3,3,0,2,0,1,2,0.363636363,0.5,0.545454545,0.44934200814792086,5257
"Total","Chris Tillman","BAL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279
"Total","Jose Alvarez","3 Tms",60,71,5.625,21,3,0,13,10,1,5,2,0,10,0.318181818,0.366197183,0.409090909,0.32972319057022315,5358
"Total","Manny Banuelos","3 Tms",12,12,8.10000001,2,0,0,3,3,0,0,0,0,5,0.166666666,0.166666666,0.166666666,0.14612150688966116,5365
"Total","Brad Peacock","HOU",9,12,3.00000001,1,0,0,1,1,0,1,0,1,1,0.1,0.25,0.1,0.19150825838247934,5401
"Total","Pedro Baez","2 Tms",68,88,7.3220339,20,5,1,19,16,1,9,1,1,22,0.256410256,0.34090909,0.384615384,0.315922766581349,5420
"Total","Jesse Chavez","7 Tms",57,66,4.23529412,13,4,1,12,8,2,5,1,0,14,0.213114754,0.272727272,0.409836065,0.2871673208016616,5448
"Total","Arodys Vizcaino","2 Tms",5,8,20.25000005,2,1,0,3,3,0,2,0,0,0,0.333333333,0.5,0.5,0.4377749189734459,5498
"Total","Dana Eveland","TBR",7,8,9,1,0,0,2,2,0,1,0,0,3,0.142857142,0.25,0.142857142,0.19613327085971832,5508
"Total","Boone Logan","2 Tms",25,28,9,3,0,0,7,7,1,3,2,1,11,0.125,0.25,0.25,0.19942880135316116,5525
"Total","Nik Turley","PIT",5,8,5.39999999,1,0,0,1,1,0,1,0,0,0,0.142857142,0.25,0.142857142,0.19766713678836823,5530
"Total","Phil Coke","3 Tms",4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5535
