Season,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
"Total","Jon Edwards","2 Tms",7,7,0,1,0,0,0,0,0,1,0,0,2,0.166666666,0.285714285,0.166666666,0.22395241260528564,1483
"Total","Oliver Perez","4 Tms",16,17,0,3,0,1,0,0,0,2,0,0,3,0.2,0.294117647,0.333333333,0.2761920550290276,1514
"Total","David Ross","CHC",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551
"Total","Sean Doolittle","4 Tms",112,118,1.30120482,27,5,2,4,4,4,4,0,2,41,0.241071428,0.279661016,0.428571428,0.29915521710605947,1581
"Total","Francisco Rodriguez","2 Tms",86,89,1.22727273,16,5,0,3,3,3,7,0,0,19,0.195121951,0.258426966,0.365853658,0.2701808093638902,1642
"Total","Javier Lopez","SFG",9,9,0,2,0,0,0,0,0,1,0,0,4,0.25,0.333333333,0.25,0.2720545265409682,1663
"Total","Chris Capuano","2 Tms",5,5,0,1,0,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.17569082975387573,1701
"Total","Kevin Gregg","CIN",1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6868430376052856,1793
"Total","Neal Cotts","2 Tms",10,11,4.5,3,0,0,1,1,1,2,0,0,2,0.333333333,0.454545454,0.666666666,0.47278436747464264,1797
"Total","Matt Belisle","4 Tms",27,27,0,0,0,0,0,0,0,2,0,0,7,0,0.074074074,0,0.05110507761990583,1837
"Total","Edwin Jackson","3 Tms",5,6,0,1,1,0,1,0,0,1,0,0,2,0.2,0.333333333,0.4,0.3221052587032318,1841
"Total","Ryan Madson","4 Tms",49,49,0,12,2,0,0,0,0,0,0,0,16,0.244897959,0.244897959,0.285714285,0.2301222256251744,1852
"Total","Matt Moore","4 Tms",20,20,0,3,1,0,0,0,0,2,0,0,4,0.166666666,0.25,0.222222222,0.21976516246795655,1890
"Total","Adam LaRoche","CHW",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904
"Total","Jason Frasor","KCR",7,8,6.75000002,2,1,0,1,1,1,2,0,0,1,0.333333333,0.5,1,0.5869063585996628,1906
"Total","Matt Thornton","2 Tms",7,8,0,2,1,0,0,0,0,1,0,0,0,0.285714285,0.375,0.428571428,0.3513857126235962,1918
"Total","Cory Luebke","PIT",2,2,0,0,0,0,0,0,0,1,0,0,1,0,0.5,0,0.34530600905418396,1984
"Total","Ivan Nova","NYY",2,2,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.34530600905418396,1994
"Total","Buddy Carlyle","NYM",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
"Total","Justin Masterson","BOS",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2038
"Total","Jorge De La Rosa","2 Tms",13,14,3,3,1,0,1,1,1,2,0,0,5,0.25,0.357142857,0.583333333,0.39208677411079407,2047
"Total","Jeremy Guthrie","KCR",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2072
"Total","Chien-Ming Wang","KCR",7,7,0,1,0,0,0,0,0,0,0,0,3,0.142857142,0.142857142,0.142857142,0.12549344982419694,2074
"Total","Adam Loewen","2 Tms",4,5,0,2,1,0,0,0,0,2,0,0,0,0.666666666,0.8,1,0.7016821503639221,2134
"Total","David Peralta","ARI",1,2,0,1,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.4395276606082916,2136
"Total","Chris Narveson","MIA",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2141
"Total","Chad Qualls","2 Tms",16,16,0,4,0,0,0,0,0,0,0,0,5,0.25,0.25,0.25,0.21976164355874062,2170
"Total","Ronald Belisario","TBR",3,3,0,1,0,0,0,0,0,0,0,0,1,0.333333333,0.333333333,0.333333333,0.2936079502105713,2203
"Total","Blaine Boyer","4 Tms",22,24,3.17647059,6,2,0,2,2,2,1,0,0,3,0.260869565,0.291666666,0.608695652,0.3751623605688413,2237
"Total","Brandon Gomes","TBR",7,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2267
"Total","Joel Peralta","3 Tms",13,14,3.00000001,4,0,0,1,1,1,1,0,0,2,0.307692307,0.357142857,0.538461538,0.38155026521001545,2332
"Total","Hector Rondon","3 Tms",97,101,0.72,18,3,0,2,2,2,7,0,1,30,0.193548387,0.257425742,0.29032258,0.24481029380666147,2391
"Total","Cory Rasmus","LAA",4,4,0,1,0,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.21961353719234467,2413
"Total","Jhoulys Chacin","2 Tms",3,3,0,1,1,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.666666666,0.42049233118693036,2608
"Total","Brandon Guyer","CLE",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2636
"Total","Scott Atchison","CLE",4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2642
"Total","Brian Matusz","BAL",5,5,0,2,2,0,0,0,0,0,0,0,3,0.4,0.4,0.8,0.5025082111358643,2646
"Total","Brett Cecil","2 Tms",31,32,1.125,5,2,0,1,1,1,3,0,0,8,0.172413793,0.25,0.344827586,0.2620146255940199,2660
"Total","Joba Chamberlain","3 Tms",11,11,0,4,2,0,0,0,0,1,0,0,6,0.4,0.454545454,0.6,0.45078746297142724,2692
"Total","Garrett Jones","NYY",1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6868430376052856,2714
"Total","Jake Brigham","ATL",1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6868430376052856,2851
"Total","Ross Detwiler","5 Tms",14,15,2.07692307,3,1,0,1,1,1,0,0,0,5,0.2,0.2,0.466666666,0.27974491914113364,2859
"Total","Santiago Casilla","2 Tms",102,105,1.20895522,24,4,0,3,3,3,10,0,2,28,0.258064516,0.342857142,0.397849462,0.3279970078241257,2873
"Total","Luis Avilan","4 Tms",13,13,0,1,0,0,0,0,0,1,0,0,6,0.083333333,0.153846153,0.083333333,0.12074329761358407,2882
"Total","Zach McAllister","CLE",29,32,2.45454545,6,0,0,2,2,2,4,0,0,11,0.214285714,0.3125,0.428571428,0.32150519639253616,2895
"Total","Jeff Locke","PIT",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.8784541487693787,2929
"Total","Josh Ravin","2 Tms",8,8,0,1,0,0,0,0,0,2,0,0,1,0.166666666,0.375,0.166666666,0.2827559858560562,2951
"Total","Mitch Moreland","BOS",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3086
"Total","Kenley Jansen","3 Tms",353,369,1.23591549,61,13,2,13,13,13,18,0,4,130,0.175792507,0.224932249,0.337175792,0.24325390269116656,3096
"Total","Tony Watson","3 Tms",52,55,2.025,11,1,0,3,3,3,2,0,1,10,0.211538461,0.254545454,0.403846153,0.2808745210820978,3132
"Total","Tim Collins","2 Tms",5,5,0,1,0,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.1739214539527893,3164
"Total","David Price","LAD",8,9,6.75000002,4,2,0,1,1,1,0,0,0,1,0.444444444,0.444444444,1,0.5992769930097792,3184
"Total","Will Harris","2 Tms",40,40,0,8,1,0,0,0,0,3,0,0,10,0.216216216,0.275,0.243243243,0.2364012837409973,3192
"Total","Chris Young","KCR",6,6,0,1,0,0,0,0,0,0,0,0,2,0.166666666,0.166666666,0.166666666,0.14640902479489645,3196
"Total","Ervin Santana","KCR",6,8,10.79999998,3,1,0,2,2,2,0,0,0,1,0.375,0.375,1.25,0.6568354666233063,3200
"Total","Francisco Liriano","PIT",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3201
"Total","Jean Machi","3 Tms",13,13,2.45454545,2,1,0,1,1,1,0,0,0,2,0.153846153,0.153846153,0.461538461,0.25550498412205624,3220
"Total","T.J. McFarland","4 Tms",41,42,1.08,12,1,0,1,1,1,3,0,1,3,0.315789473,0.38095238,0.421052631,0.3535487651824951,3237
"Total","Zack Britton","2 Tms",125,126,0.3,20,4,1,1,1,1,14,0,1,34,0.18018018,0.277777777,0.261261261,0.24834509075634062,3240
"Total","Roberto Hernandez","HOU",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3273
"Total","Joe Smith","7 Tms",43,43,0,6,0,0,0,0,0,2,0,0,13,0.146341463,0.186046511,0.146341463,0.1548505189806916,3281
"Total","Nate Adcock","CIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3282
"Total","Anibal Sanchez","DET",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3284
"Total","Hector Noesi","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3292
"Total","Charlie Culberson","2 Tms",3,3,0,1,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.2898690899213155,3298
"Total","Chris Hatcher","2 Tms",22,23,1.6875,7,2,0,1,1,1,0,0,0,5,0.304347826,0.304347826,0.52173913,0.3468899623207424,3299
"Total","Darren O'Day","3 Tms",44,46,1.63636364,9,3,0,2,2,2,1,0,2,16,0.209302325,0.260869565,0.418604651,0.29196948331335315,3321
"Total","Cesar Ramos","LAA",8,9,3.85714286,2,0,0,1,1,1,0,0,0,0,0.222222222,0.222222222,0.555555555,0.32734645737542045,3357
"Total","Ubaldo Jimenez","BAL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3374
"Total","Jumbo Diaz","2 Tms",16,18,1.92857143,3,0,0,1,1,1,1,0,0,3,0.176470588,0.222222222,0.352941176,0.24772747357686362,3397
"Total","Andre Rienzo","MIA",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3507
"Total","Danny Duffy","KCR",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3542
"Total","Clay Buchholz","BOS",5,5,0,1,1,0,0,0,0,1,0,0,2,0.25,0.4,0.5,0.3865263104438782,3543
"Total","Carlos Frias","LAD",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3547
"Total","Liam Hendriks","3 Tms",148,156,1.60169492,32,5,0,7,7,7,3,0,1,56,0.210526315,0.23076923,0.381578947,0.259753759090717,3548
"Total","Clayton Richard","CHC",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3551
"Total","Tony Barnette","TEX",11,11,0,3,0,0,0,0,0,1,0,0,2,0.3,0.363636363,0.3,0.302360783923756,3555
"Total","Brian Schlitter","2 Tms",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3599
"Total","Kyle Davies","NYY",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3642
"Total","Jim Johnson","3 Tms",78,81,1.32786885,17,1,0,3,3,3,3,0,0,22,0.217948717,0.24691358,0.346153846,0.25506656846882386,3656
"Total","Everett Teaford","TBR",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3732
"Total","Cesar Jimenez","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3762
"Total","Mat Latos","LAA",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.8808238506317139,3815
"Total","Matt Buschmann","ARI",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.8784541487693787,3832
"Total","Zach Duke","5 Tms",22,22,0,3,1,0,0,0,0,3,0,0,6,0.157894736,0.272727272,0.210526315,0.23024450377984482,3840
"Total","Brett Oberholtzer","2 Tms",5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3855
"Total","Gavin Floyd","TOR",6,8,4.5,2,1,0,1,1,1,0,0,0,1,0.25,0.25,0.75,0.40709729492664337,3886
"Total","Enrique Burgos","ARI",11,12,0,1,0,0,0,0,0,2,0,0,5,0.1,0.25,0.1,0.18818990886211395,3895
"Total","Casey Fien","4 Tms",5,5,0,2,1,0,0,0,0,0,0,0,1,0.4,0.4,0.6,0.4225984334945679,3926
"Total","Matt Magill","2 Tms",15,15,0,3,2,0,0,0,0,2,0,0,5,0.23076923,0.333333333,0.384615384,0.3148862600326538,3950
"Total","David Carpenter","2 Tms",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3959
"Total","Edward Mujica","2 Tms",7,7,0,2,0,0,0,0,0,0,0,0,0,0.285714285,0.285714285,0.285714285,0.25166395732334684,3970
"Total","Edinson Volquez","TEX",4,4,0,2,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.4412629008293152,3990
"Total","Allen Webster","2 Tms",2,2,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.3434215188026428,3993
"Total","Enny Romero","3 Tms",20,20,0,5,1,0,0,0,0,1,0,0,7,0.263157894,0.3,0.315789473,0.27266822159290316,4001
"Total","Yusmeiro Petit","4 Tms",34,36,1.86206896,5,0,0,2,2,2,2,0,0,6,0.147058823,0.194444444,0.323529411,0.2242771221531762,4020
"Total","Hector Santiago","3 Tms",21,21,0,3,1,0,0,0,0,2,0,0,6,0.157894736,0.238095238,0.210526315,0.2088647825377328,4026
"Total","Steve Johnson","2 Tms",6,8,5.40000002,2,0,0,1,1,1,1,0,0,1,0.285714285,0.375,0.714285714,0.44750700145959854,4053
"Total","Brian Duensing","3 Tms",21,21,0,4,1,0,0,0,0,1,0,1,2,0.210526315,0.285714285,0.263157894,0.2526484699476333,4064
"Total","Pedro Strop","CHC",49,52,1.35,7,2,0,2,2,2,4,0,1,20,0.14893617,0.23076923,0.319148936,0.24006757140159607,4070
"Total","Junichi Tazawa","3 Tms",19,19,0,2,0,0,0,0,0,3,0,0,4,0.125,0.263157894,0.125,0.20150696603875412,4079
"Total","James Russell","2 Tms",8,8,0,3,1,0,0,0,0,0,0,0,1,0.375,0.375,0.5,0.37723977863788605,4089
"Total","Luke Gregerson","2 Tms",74,76,0.98181818,15,4,0,2,2,2,5,0,1,27,0.214285714,0.276315789,0.357142857,0.2785854935646057,4090
"Total","Carlos Villanueva","2 Tms",11,13,6.74999999,4,1,0,2,2,2,1,0,0,1,0.333333333,0.384615384,0.916666666,0.5263825425734887,4138
"Total","Derek Holland","4 Tms",16,17,2.45454546,5,1,0,1,1,1,1,0,0,2,0.3125,0.352941176,0.5625,0.38477618904674754,4141
"Total","Edward Paredes","LAD",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4168
"Total","Rafael Dolis","TOR",11,11,0,1,0,0,0,0,0,0,0,0,6,0.09090909,0.09090909,0.09090909,0.08022961833260277,4185
"Total","David Hernandez","4 Tms",21,22,0,1,1,0,0,0,0,3,0,0,7,0.052631578,0.181818181,0.105263157,0.15096252072941174,4259
"Total","Mark Melancon","6 Tms",209,215,0.5,42,5,0,3,3,3,8,0,0,51,0.20289855,0.232558139,0.2705314,0.22154877435329348,4264
"Total","Manny Parra","CIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279
"Total","Matt Albers","3 Tms",27,28,0,6,1,0,0,0,0,3,0,0,8,0.24,0.321428571,0.28,0.2754680450473513,4300
"Total","Justin Wilson","5 Tms",45,46,1.63636364,8,0,0,2,2,2,5,0,0,16,0.195121951,0.282608695,0.341463414,0.2749121253905089,4301
"Total","Tyler Chatwood","3 Tms",8,8,0,2,0,0,0,0,0,0,0,0,3,0.25,0.25,0.25,0.2186422497034073,4338
"Total","Kyle Drabek","CHW",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4359
"Total","Craig Breslow","4 Tms",13,13,4.50000002,5,0,0,1,1,1,2,0,0,2,0.454545454,0.538461538,0.727272727,0.5352113063518817,4363
"Total","Jeremy Hellickson","WSN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4371
"Total","Erik Kratz","PIT",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4403
"Total","Jonathon Niese","2 Tms",3,3,0,1,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.2928180495897929,4424
"Total","Jordan Zimmermann","DET",1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1.242019534111023,4505
"Total","Mitch Harris","STL",4,4,0,1,0,0,0,0,0,2,0,0,0,0.5,0.75,0.5,0.5636274814605713,4530
"Total","Jason Hammel","KCR",7,7,0,2,0,0,0,0,0,1,0,0,1,0.333333333,0.428571428,0.333333333,0.3497987219265529,4538
"Total","Chris Smith","OAK",6,6,0,1,0,0,0,0,0,1,0,0,0,0.2,0.333333333,0.2,0.26151102781295776,4544
"Total","Russell Martin","LAD",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4616
"Total","Joe Thatcher","HOU",2,2,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.3434215188026428,4620
"Total","Pat Neshek","3 Tms",18,18,0,7,2,0,0,0,0,0,0,0,2,0.388888888,0.388888888,0.5,0.3822019199530284,4682
"Total","Jeff Francis","TOR",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4684
"Total","Nate Jones","3 Tms",27,29,1.35,8,3,0,1,1,1,1,0,0,11,0.285714285,0.310344827,0.5,0.3435508156644887,4696
"Total","Sergio Santos","LAD",3,3,0,2,0,0,0,0,0,0,0,0,0,0.666666666,0.666666666,0.666666666,0.5872159004211426,4734
"Total","Donnie Veal","ATL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4741
"Total","Jonathan Broxton","2 Tms",18,20,2.07692308,6,2,0,1,1,1,1,0,0,3,0.315789473,0.35,0.578947368,0.3919810026884079,4759
"Total","Matt Shoemaker","2 Tms",3,3,0,0,0,0,0,0,0,1,0,0,0,0,0.333333333,0,0.23057218392690024,4776
"Total","Joe Blanton","4 Tms",24,26,3,6,0,1,2,2,2,2,0,0,9,0.25,0.307692307,0.583333333,0.37307220468154323,4849
"Total","Ryan Kelly","ATL",4,4,0,3,0,0,0,0,0,0,0,0,0,0.75,0.75,0.75,0.6606178879737854,4858
"Total","Mike Montgomery","2 Tms",17,17,0,2,1,0,0,0,0,2,0,0,4,0.133333333,0.235294117,0.2,0.20533906361635992,4869
"Total","Brandon Maurer","2 Tms",74,74,0,18,4,0,0,0,0,5,0,0,17,0.260869565,0.31081081,0.318840579,0.2798727629957972,4878
"Total","Peter Moylan","2 Tms",10,10,0,2,1,0,0,0,0,0,0,0,3,0.2,0.2,0.3,0.21257290244102478,4891
"Total","Joe Colon","CLE",1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1.242019534111023,4920
"Total","Justin De Fratus","PHI",5,5,0,1,0,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.17616477012634277,4955
"Total","Fernando Salas","3 Tms",28,29,0,6,2,0,0,0,0,1,0,0,4,0.214285714,0.24137931,0.285714285,0.23033404144747505,4971
"Total","Fernando Abad","5 Tms",25,26,0,5,0,0,0,0,0,2,0,1,5,0.217391304,0.307692307,0.217391304,0.24999000017459577,4994
"Total","Jake Diekman","8 Tms",44,45,0,5,0,0,0,0,0,6,0,0,13,0.128205128,0.244444444,0.128205128,0.19007116556167603,5003
"Total","Bo Schultz","TOR",8,8,0,2,1,0,0,0,0,0,0,0,1,0.25,0.25,0.375,0.2650592103600502,5028
"Total","Dale Thayer","SDP",5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5032
"Total","Josh Fields","2 Tms",25,25,0,3,0,0,0,0,0,1,0,0,10,0.125,0.16,0.125,0.13322904825210571,5070
"Total","Franklin Morales","KCR",4,4,0,1,0,0,0,0,0,0,0,1,1,0.333333333,0.5,0.333333333,0.39973853528499603,5088
"Total","Anthony Gose","CLE",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5097
"Total","Jeurys Familia","4 Tms",153,155,0.45762712,25,6,0,2,2,2,12,0,0,50,0.174825174,0.238709677,0.258741258,0.2248039399423907,5114
"Total","Alexei Ramirez","CHW",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5133
"Total","Brandon Mann","TEX",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.8795307278633118,5172
"Total","Ernesto Frieri","TBR",4,5,9,2,0,0,1,1,1,0,0,0,0,0.4,0.4,1,0.5892236232757568,5178
"Total","Mike Pelfrey","CHW",3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5203
"Total","Alex Gordon","KCR",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.8696072697639465,5209
"Total","Wade LeBlanc","3 Tms",14,16,3,4,2,0,1,1,1,1,0,1,0,0.285714285,0.375,0.642857142,0.41749774664640427,5221
"Total","Blake Parker","5 Tms",59,61,0.72972973,13,3,0,1,1,1,8,0,1,17,0.25,0.360655737,0.365384615,0.325714147481762,5224
"Total","Jon Jay","CHC",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5227
"Total","Vin Mazzaro","MIA",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.8808238506317139,5231
"Total","Wilmer Font","5 Tms",17,17,2.45454546,6,0,0,1,1,1,0,0,0,3,0.352941176,0.352941176,0.529411764,0.37411294965183034,5257
"Total","Sandy Leon","2 Tms",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5273
"Total","Samuel Deduno","HOU",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5285
"Total","Jose Alvarez","3 Tms",29,29,0,6,2,0,0,0,0,3,0,0,4,0.23076923,0.310344827,0.307692307,0.277139400613719,5358
"Total","Manny Banuelos","3 Tms",8,9,3.85714285,1,0,0,1,1,1,1,0,0,3,0.125,0.222222222,0.5,0.2922033998701308,5365
"Total","Brad Peacock","2 Tms",19,20,1.92857143,5,3,0,1,1,1,1,0,0,9,0.263157894,0.3,0.578947368,0.3647477626800537,5401
"Total","Jake Smolinski","OAK",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5408
"Total","Pablo Sandoval","SFG",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5409
"Total","Pedro Baez","2 Tms",17,17,2.25000001,2,0,0,1,1,1,2,0,0,4,0.133333333,0.235294117,0.333333333,0.24943075460546157,5420
"Total","Jesse Chavez","7 Tms",38,40,0,12,3,0,0,0,0,4,0,1,11,0.342857142,0.425,0.428571428,0.37815882414579394,5448
"Total","Arodys Vizcaino","2 Tms",77,82,2.07692308,21,9,1,4,4,4,9,0,0,26,0.287671232,0.365853658,0.602739726,0.40407798711846515,5498
"Total","Dana Eveland","TBR",4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5508
"Total","Ruben Tejada","STL",1,3,54.00000054,2,0,0,2,2,2,0,0,0,0,0.666666666,0.666666666,2.666666666,1.343172550201416,5519
"Total","Boone Logan","2 Tms",11,11,0,2,0,0,0,0,0,0,0,0,3,0.181818181,0.181818181,0.181818181,0.15977206013419412,5525
"Total","Nik Turley","2 Tms",3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5530
"Total","Phil Coke","2 Tms",2,2,0,0,0,0,0,0,0,1,0,0,1,0,0.5,0,0.34530600905418396,5535
"Total","Arnold Leon","OAK",4,4,0,1,0,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.22020596265792847,5595
"Total","Ryan Brasier","2 Tms",30,31,1.28571429,9,4,1,1,1,1,0,0,0,6,0.29032258,0.29032258,0.580645161,0.36384059729114654,5615
"Total","Tyler Clippard","10 Tms",77,82,2.07692308,17,3,1,4,4,4,9,0,3,20,0.242857142,0.353658536,0.485714285,0.36095614840344686,5640
"Total","Brooks Brown","COL",2,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.44041192531585693,5679
"Total","Junior Guerra","3 Tms",19,19,0,3,0,0,0,0,0,2,0,1,3,0.1875,0.315789473,0.1875,0.24839457085258082,5702
"Total","Eric O'Flaherty","3 Tms",5,5,0,2,1,0,0,0,0,0,0,0,0,0.4,0.4,0.6,0.4265878677368164,5746
"Total","Hernan Perez","2 Tms",2,2,0,1,0,1,0,0,0,0,0,0,0,0.5,0.5,1.5,0.7839892506599426,5751
