Season,Name,Tm,IP,TBF,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerId
"Total","Manny Parra","CIN",0.2,2,1,0,0.5,0.5,0,0,0,0,0,0,1,0,0.5,0.5,4279
"Total","Matt Albers","2 Tms",0.2,2,2,0,1,0,0,0,0,0,0.5,0.5,0,0,1,0,4300
"Total","Justin Wilson","3 Tms",0.2,3,0,0,0,1,0,0,0,0,0.5,0.5,0,0,0.5,0.5,4301
"Total","Tyler Chatwood","TOR",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4338
"Total","Jason Hammel","KCR",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,4538
"Total","Pat Neshek","2 Tms",0.2,2,0,0,0,1,1,0,0,0,0,1,0,1,0,0,4682
"Total","Nate Jones","2 Tms",1,3,2,0.333333333,0.666666666,0,0,0,0,0,0.66666667,0.33333333,0,0.33333333,0.33333333,0.33333333,4696
"Total","Jonathan Broxton","STL",0.1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,4759
"Total","Vinnie Pestano","LAA",0.1,2,1,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,1,0,4782
"Total","Joe Blanton","LAD",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,4849
"Total","Mike Montgomery","2 Tms",0.1,2,1,0.5,0.5,0,0,0,0,0,1,0,0,0.5,0,0.5,4869
"Total","Brandon Maurer","KCR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4878
"Total","Peter Moylan","2 Tms",0.2,4,1,0.333333333,0.333333333,0.333333333,0,1,0,0,0.66666667,0,0.33333333,0,0.33333333,0.66666667,4891
"Total","Justin De Fratus","PHI",0.1,2,1,0.5,0.5,0,0,0,0,0,1,0,0,0.5,0.5,0,4955
"Total","Fernando Salas","2 Tms",1,4,0.5,0,0.333333333,0.666666666,0,0,1,0,0.33333333,0.33333333,0.33333333,0,0.33333333,0.66666667,4971
"Total","Fernando Abad","2 Tms",0.2,2,1,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0,0.5,0.5,4994
"Total","Jake Diekman","3 Tms",1,5,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,5003
"Total","Dale Thayer","SDP",0.1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,5032
"Total","Josh Fields","2 Tms",0.2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5070
"Total","Anthony Gose","CLE",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5097
"Total","Jeurys Familia","NYM",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,5114
"Total","Mike Pelfrey","CHW",0.1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,5203
"Total","Blake Parker","2 Tms",0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5224
"Total","Wilmer Font","NYM",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,5257
"Total","Jose Alvarez","LAA",1,3,1,0,0.5,0.5,1,0,0,0,0,0,1,0.5,0.5,0,5358
"Total","Manny Banuelos","PIT",0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5365
"Total","Brad Peacock","HOU",0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5401
"Total","Pedro Baez","LAD",1,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,5420
"Total","Jesse Chavez","3 Tms",2,7,2,0,0.666666666,0.333333333,0.5,0,0,0,0.33333333,0.5,0.16666667,0.33333333,0.33333333,0.33333333,5448
"Total","Boone Logan","MIL",0,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,5525
"Total","Arnold Leon","OAK",0.1,2,0,1,0,0,0,0,0,0,1,0,0,0.5,0.5,0,5595
"Total","Ryan Brasier","BOS",1,4,2,0.333333333,0.666666666,0,0,0,0,0,0.33333333,0.66666667,0,0,1,0,5615
"Total","Junior Guerra","2 Tms",0.1,3,2,0,0.666666666,0.333333333,0,0,0,0,0.33333333,0.33333333,0.33333333,0.33333333,0.33333333,0.33333333,5702
"Total","Eric O'Flaherty","2 Tms",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5746
"Total","Bruce Rondon","CHW",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5766
"Total","Gonzalez Germen","COL",0.2,2,1,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,5876
"Total","Randall Delgado","ARI",0.2,4,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.66666667,0,0.33333333,0,0.66666667,0.33333333,5985
"Total","Huascar Brazoban","MIA",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,6107
"Total","Tom Gorzelanny","DET",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6244
"Total","Al Alburquerque","DET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6324
"Total","Trevor May","2 Tms",0.2,3,1,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,0,6398
"Total","Jose Cisnero","DET",0.2,5,0,0.666666666,0,0.333333333,0,0,0,0,0,0.33333333,0.66666667,0.33333333,0.66666667,0,6399
"Total","Stolmy Pimentel","TEX",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,6415
"Total","Vance Worley","BAL",0.1,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,6435
"Total","Steve Cishek","3 Tms",2,7,0.5,0.25,0.25,0.5,0,0,0,0,0.25,0.75,0,0,0.75,0.25,6483
"Total","Blaine Hardy","DET",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6499
"Total","Robert Stock","SDP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6576
"Total","Marc Rzepczynski","2 Tms",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6612
"Total","Brad Brach","3 Tms",1.1,6,0.5,0,0.333333333,0.666666666,0,0,1,0,0.33333333,0.33333333,0.33333333,0.33333333,0.66666667,0,6627
"Total","Alex Colome","2 Tms",0.2,2,2,0,1,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,6661
"Total","Andrew Miller","2 Tms",1.1,4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,6785
"Total","Robbie Ross Jr.","BOS",0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,6819
"Total","Sam Freeman","3 Tms",1.1,5,2,0.333333333,0.666666666,0,0,0,0,0,0.66666667,0.33333333,0,0.66666667,0.33333333,0,6832
"Total","Jeff Manship","CLE",1.2,6,1,0,0.5,0.5,0,0,0,0,0.25,0.5,0.25,0,0.75,0.25,6865
"Total","Joakim Soria","2 Tms",0.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6941
"Total","Luke Hochevar","KCR",0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,6943
"Total","Yohan Pino","KCR",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6955
"Total","Luis Garcia","4 Tms",0.2,4,0,0,0,1,0,0.5,0,0,0,0.5,0.5,0,0,1,6984
"Total","Ryan Pressly","MIN",1.1,4,3,0,0.75,0.25,0,0,0,0,0.5,0.25,0.25,0.25,0.5,0.25,7005
"Total","Alex Torres","NYM",0.2,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0,7038
"Total","Fernando Cruz","CIN",1.1,5,0,0.333333333,0,0.666666666,0,0,0,0,0.33333333,0,0.66666667,0,1,0,7048
"Total","Pat Venditte","2 Tms",0.1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7108
"Total","Daniel Bard","COL",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7115
"Total","Daniel Hudson","2 Tms",0.1,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,7146
"Total","Greg Holland","2 Tms",0.1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7196
"Total","Craig Stammen","SDP",2.1,9,5,0.142857142,0.714285714,0.142857142,1,0,0.2,0,0.42857143,0.28571429,0.28571429,0.42857143,0.28571429,0.28571429,7274
"Total","Brad Ziegler","2 Tms",1,3,2,0,1,0,0,0,0,0,0.5,0.5,0,0,1,0,7293
"Total","Preston Guilmet","TOR",0.1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,7303
"Total","Josh Collmenter","ARI",0.1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,7312
"Total","Dan Otero","CLE",0.1,2,1,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0.5,0.5,7385
"Total","Dillon Gee","KCR",0.2,3,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,7396
"Total","Javy Guerra","MIA",0.2,3,1,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0,0,1,7407
"Total","Austin Adams","CLE",0.1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,7411
"Total","Jay Jackson","2 Tms",0.2,2,0,0,0,1,0,0,0,0,0.5,0,0.5,0.5,0.5,0,7432
"Total","Anthony Swarzak","3 Tms",1,4,1,0,0.5,0.5,0,0,0,0,1,0,0,0,1,0,7466
"Total","Collin McHugh","2 Tms",1.1,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7531
"Total","Jake McGee","COL",0.1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,7550
"Total","Nick Vincent","2 Tms",0.2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,7555
"Total","Fernando Rodriguez Jr.","OAK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7558
"Total","Jordan Lyles","COL",0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,7593
"Total","Carlos Torres","2 Tms",0,2,1,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,7624
"Total","Neil Ramirez","2 Tms",0.2,2,0,0,0,1,0,0,0,0,0,0.5,0.5,0,0.5,0.5,7677
"Total","Juan Nicasio","3 Tms",1,4,2,0,0.666666666,0.333333333,0,1,0,0,0.33333333,0.33333333,0.33333333,0.33333333,0,0.66666667,7731
"Total","Wily Peralta","2 Tms",0.2,2,1,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0.5,0.5,7738
"Total","Shawn Kelley","2 Tms",1.1,4,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0,1,7773
"Total","Richard Bleier","2 Tms",0.1,3,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,7803
"Total","Hunter Strickland","MIL",0.1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,7836
"Total","Jerry Blevins","ATL",0.1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,7841
"Total","Andrew Albers","MIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7853
"Total","Christian Friedrich","COL",0.1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,7942
"Total","Cory Gearrin","2 Tms",0,2,0,0,0,1,0,0.5,0,0,0.5,0,0.5,0,1,0,7947
"Total","Marcus Walden","BOS",0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,8004
"Total","Will Smith","2 Tms",0.2,3,0,0,0,1,0,0,0,0,0.5,0.5,0,0,0.5,0.5,8048
"Total","Dan Jennings","2 Tms",0.1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,8073
"Total","Bryan Shaw","2 Tms",2.1,8,2,0.333333333,0.666666666,0,0,0,0,0,0.66666667,0,0.33333333,0.33333333,0.66666667,0,8110
"Total","Kevin Siegrist","STL",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8180
"Total","David Robertson","NYY",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,8241
"Total","Paolo Espino","WSN",0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,8246
"Total","Tony Sipp","HOU",0.1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,8280
"Total","JC Ramirez","2 Tms",0.2,3,2,0,0.666666666,0.333333333,0,0,0,0,0.33333333,0.33333333,0.33333333,0.33333333,0,0.66666667,8302
"Total","Lucas Luetge","NYY",0.2,3,0.5,0,0.333333333,0.666666666,0,0,0,0,0.66666667,0.33333333,0,0.33333333,0.33333333,0.33333333,8337
"Total","AJ Ramos","2 Tms",0.2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,8350
"Total","Deolis Guerra","LAA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8410
"Total","Buddy Boshers","MIN",0.1,2,2,0,1,0,0,0,0,0,1,0,0,0,1,0,8490
"Total","Danny Farquhar","TBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8501
"Total","Jeff Beliveau","TOR",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8504
"Total","Justin Miller","2 Tms",0.2,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,8580
"Total","Dustin McGowan","MIA",1.2,5,2,0,0.666666666,0.333333333,0,0,0,0,0.33333333,0.66666667,0,0.33333333,0.66666667,0,8600
"Total","Tanner Roark","WSN",0.2,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,8753
"Total","Oliver Drake","MIL",0.2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8823
"Total","Antonio Bastardo","PIT",1,4,0.5,0.25,0.25,0.5,0.5,0,0,0,0.5,0.25,0.25,0.25,0.5,0.25,8844
"Total","Ryan Cook","2 Tms",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8855
"Total","Arquimedes Caminero","PIT",0.1,2,1,0,0.5,0.5,0,1,0,0,1,0,0,0,0.5,0.5,8992
"Total","Adam Warren","2 Tms",1,3,1,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,9029
"Total","Jeanmar Gomez","PHI",0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,9033
"Total","J.J. Hoover","2 Tms",0.1,3,1,0,1,0,0,0,1,0,1,0,0,0,0,1,9037
"Total","John Axford","OAK",0.1,4,0.333333333,0,0.25,0.75,0,0.333333333,0,0,0.75,0,0.25,0,0.75,0.25,9059
"Total","Kirby Yates","3 Tms",1.1,5,1,0,1,0,0,0,0,0,0,0,1,0,1,0,9073
"Total","Zach Putnam","CHW",0.2,3,1,0,1,0,0,0,1,0,0,1,0,0,1,0,9080
"Total","Brad Hand","4 Tms",1.1,9,2,0,1,0,0,0,0,0,0,1,0,0.5,0,0.5,9111
"Total","Gregory Infante","CHW",0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9119
"Total","Alex Wilson","DET",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9239
"Total","Simon Castro","COL",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,9243
"Total","Rob Scahill","MIL",0.2,3,1,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0,1,0,9286
"Total","Buddy Baumann","SDP",0.1,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,9309
"Total","Jared Hughes","4 Tms",1.1,7,4,0,0.8,0.2,0,1,0,0,0.6,0.4,0,0.2,0.2,0.6,9325
"Total","Josh Tomlin","2 Tms",0.2,2,1,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,0,9388
"Total","Zac Rosscup","CHC",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,9419
"Total","Ryan Buchter","OAK",0.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9456
"Total","George Kontos","SFG",1,4,2,0,1,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,9486
"Total","Jeremy Jeffress","2 Tms",0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9490
"Total","Bud Norris","2 Tms",0.1,2,0,0.5,0,0.5,0,1,0,0,0,0,1,0,0.5,0.5,9492
"Total","Austin Bibens-Dirkx","TEX",0.1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,9559
"Total","Michael Blazek","MIL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9654
"Total","Vidal Nuno","SEA",0.1,2,1,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0.5,0,0.5,9674
"Total","Louis Coleman","DET",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,9720
"Total","David Hale","PHI",0,2,0,0.5,0,0.5,0,1,0,0,0,0,1,0.5,0,0.5,9756
"Total","Joe Kelly","3 Tms",1.1,4,2,0,1,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,9761
"Total","Blake Smith","CHW",0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,9780
"Total","Garrett Richards","TEX",0.1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,9784
"Total","Rex Brothers","ATL",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9794
"Total","Sergio Romo","4 Tms",1.1,4,0.5,0.25,0.25,0.5,0,0,0,0,0.5,0.25,0.25,0.25,0.25,0.5,9817
"Total","Chaz Roe","3 Tms",1.1,5,1,0,0.5,0.5,0,0,0,0,0.5,0.25,0.25,0,1,0,9866
"Total","Travis Wood","CHC",0.2,3,1,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,0,9884
"Total","Chris Rusin","COL",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,9895
"Total","Pedro Villarreal","CIN",0.1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,9904
"Total","Mike Dunn","MIA",0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,9948
"Total","Tom Wilhelmsen","3 Tms",0.2,4,1,0,0.5,0.5,0,0,0,0,0.5,0.25,0.25,0,0.75,0.25,9975
"Total","Tyler Matzek","ATL",0.2,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,10058
"Total","Brooks Raley","2 Tms",0.1,3,0,0.333333333,0,0.666666666,0,0,0,0,0.66666667,0.33333333,0,0,0.33333333,0.66666667,10061
"Total","Ian Krol","ATL",0.2,3,3,0,1,0,0,0,0,0,0.66666667,0.33333333,0,0.33333333,0.66666667,0,10066
"Total","Caleb Cotham","NYY",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,10075
"Total","Caleb Thielbar","MIN",1,3,0.5,0,0.333333333,0.666666666,0,0,0,0,0,0.66666667,0.33333333,0,0.66666667,0.33333333,10078
"Total","Brad Boxberger","MIL",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10133
"Total","Jacob Turner","CHW",0.1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,10185
"Total","Alexi Ogando","BOS",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,10261
"Total","Tanner Scheppers","TEX",1,3,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.33333333,0.33333333,0.33333333,0,0.66666667,0.33333333,10267
"Total","Josh Smoker","NYM",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10285
"Total","Ryan Tepera","TOR",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10291
"Total","Chad Bell","DET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10297
"Total","Roman Mendez","TEX",0.2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,10307
"Total","Erasmo Ramirez","3 Tms",0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10314
"Total","Michael Tonkin","2 Tms",0.2,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10315
"Total","Edwin Escobar","ARI",0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10337
"Total","Juan Minaya","CHW",0.2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10341
"Total","Aaron Loup","3 Tms",2.1,7,2,0,0.666666666,0.333333333,1,0,0,0,0.33333333,0.33333333,0.33333333,0.66666667,0,0.33333333,10343
"Total","Robbie Erlin","SDP",0.2,2,0,0.5,0,0.5,0,0,0,0,0,0.5,0.5,0,1,0,10354
"Total","Mychal Givens","BAL",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10430
"Total","Hunter Cervenka","MIA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10510
