Season,Name,Tm,IP,TBF,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerId
"Total","David Aardsma","ATL",1.1,5,2,0.25,0.5,0.25,0,0,0,0,0.5,0.25,0.25,0,0.5,0.5,1902
"Total","Jason Frasor","KCR",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1906
"Total","Matt Thornton","WSN",0.2,3,2,0,1,0,0,0,0,0,1,0,0,0.5,0.5,0,1918
"Total","Zack Greinke","KCR",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1943
"Total","Ivan Nova","NYY",0.2,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1994
"Total","Justin Masterson","BOS",0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2038
"Total","Jorge De La Rosa","3 Tms",3.2,12,0.8,0.1,0.4,0.5,0.2,0,0,0,0.5,0.2,0.3,0.3,0.2,0.5,2047
"Total","Jeremy Guthrie","KCR",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2072
"Total","Chien-Ming Wang","KCR",2.1,9,2.5,0.125,0.625,0.25,0,0,0,0,0.125,0.25,0.625,0.125,0.5,0.375,2074
"Total","Adam Loewen","PHI",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134
"Total","Alfredo Simon","CIN",0.2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2155
"Total","Chad Qualls","2 Tms",0.2,3,1,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,1,0,2170
"Total","Ronald Belisario","TBR",0.2,4,2,0.333333333,0.666666666,0,0,0,0,0,1,0,0,0.33333333,0.33333333,0.33333333,2203
"Total","Blaine Boyer","4 Tms",3.2,15,0.666666666,0.166666666,0.333333333,0.5,0.166666666,0.166666666,0,0,0.25,0.41666667,0.33333333,0.33333333,0.41666667,0.25,2237
"Total","Brandon Gomes","TBR",2,7,0.25,0,0.2,0.8,0,0,0,0,0.2,0.8,0,0,0.8,0.2,2267
"Total","Joel Peralta","CHC",0.1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2332
"Total","Hector Rondon","3 Tms",2.1,7,3,0.4,0.6,0,0,0,0,0,0.4,0.4,0.2,0.2,0.6,0.2,2391
"Total","Cory Rasmus","LAA",0.1,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,2413
"Total","Corey Kluber","BOS",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2429
"Total","Jhoulys Chacin","2 Tms",1.2,9,0.666666666,0.166666666,0.333333333,0.5,0,0,0.5,0,0.66666667,0.16666667,0.16666667,0.33333333,0.33333333,0.33333333,2608
"Total","Scott Atchison","CLE",0.1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2642
"Total","Brian Matusz","BAL",0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2646
"Total","Brett Cecil","2 Tms",3,13,0.666666666,0.5,0.2,0.3,0.333333333,0,0,0,0.5,0.2,0.3,0.2,0.2,0.6,2660
"Total","Joba Chamberlain","CLE",0.2,3,1,0,0.5,0.5,0,0,0,0,0,0,1,0,1,0,2692
"Total","Jake Brigham","ATL",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2851
"Total","Ross Detwiler","7 Tms",2.1,10,1.333333333,0.222222222,0.444444444,0.333333333,0,0.333333333,0,0,0.33333333,0.33333333,0.33333333,0.11111111,0.66666667,0.22222222,2859
"Total","Santiago Casilla","OAK",1,4,2,0,0.666666666,0.333333333,0,0,0,0,0.66666667,0,0.33333333,0.33333333,0.66666667,0,2873
"Total","Luis Avilan","5 Tms",4.1,16,3,0.428571428,0.428571428,0.142857142,0,0,0,0,0.14285714,0.57142857,0.28571429,0.35714286,0.5,0.14285714,2882
"Total","Zach McAllister","3 Tms",3,15,0.166666666,0.125,0.125,0.75,0,0.333333333,0,0,0.25,0.25,0.5,0.375,0.125,0.5,2895
"Total","Josh Ravin","LAD",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2951
"Total","Tony Watson","4 Tms",3.1,14,9,0.166666666,0.75,0.083333333,0,0,0.222222222,0,0.5,0.33333333,0.16666667,0.33333333,0.33333333,0.33333333,3132
"Total","Tim Collins","2 Tms",0.2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3164
"Total","David Price","LAD",1,6,0,0.666666666,0,0.333333333,1,0,0,0,0.33333333,0,0.66666667,0.33333333,0.33333333,0.33333333,3184
"Total","Will Harris","2 Tms",6.1,20,3,0.142857142,0.642857142,0.214285714,0.333333333,0,0,0,0.57142857,0.28571429,0.14285714,0.21428571,0.64285714,0.14285714,3192
"Total","Chris Young","KCR",1.1,11,1.5,0.285714285,0.428571428,0.285714285,0,0.5,0,0,0.71428571,0.28571429,0,0,0.42857143,0.57142857,3196
"Total","Ervin Santana","KCR",0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200
"Total","Francisco Liriano","2 Tms",2.1,9,1.5,0.285714285,0.428571428,0.285714285,0,0.5,0.333333333,0,0.5,0.25,0.25,0.25,0.5,0.25,3201
"Total","Jean Machi","3 Tms",1.1,4,3,0,0.75,0.25,0,0,0,0,0.5,0.25,0.25,0,1,0,3220
"Total","T.J. McFarland","5 Tms",7,29,2,0.166666666,0.555555555,0.277777777,0,0.2,0,0,0.27777778,0.44444444,0.27777778,0.22222222,0.5,0.27777778,3237
"Total","Zack Britton","NYY",0.1,5,0,0,0,1,1,0,0,0,0,0,1,1,0,0,3240
"Total","Angel Castro","OAK",0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3243
"Total","Roberto Hernandez","HOU",0.2,2,0,0,0,1,0,0,0,0,0,0.5,0.5,0,0.5,0.5,3273
"Total","Joe Smith","5 Tms",5,19,0.6,0.272727272,0.272727272,0.454545454,0,0,0,0,0.09090909,0.63636364,0.27272727,0.18181818,0.45454545,0.36363636,3281
"Total","Nate Adcock","CIN",0.1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,3282
"Total","Anibal Sanchez","DET",1.1,8,0.5,0.4,0.2,0.4,0,0.5,0,0,0,0.8,0.2,0.2,0.2,0.6,3284
"Total","Hector Noesi","CHW",0.1,2,0,0,0,1,0,0,0,0,0,1,0,0.5,0.5,0,3292
"Total","Chris Hatcher","2 Tms",1.2,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,3299
"Total","Darren O'Day","3 Tms",2.1,10,0,0,0,1,0.333333333,0,0,0,1,0,0,0.33333333,0.66666667,0,3321
"Total","Cesar Ramos","2 Tms",2.2,9,1,0.142857142,0.428571428,0.428571428,0,0,0,0,0.57142857,0.14285714,0.28571429,0,0.57142857,0.42857143,3357
"Total","Jumbo Diaz","2 Tms",1.2,6,2,0.25,0.5,0.25,0,0,0,0,0,1,0,0,0.75,0.25,3397
"Total","Andre Rienzo","MIA",0.2,2,1,0,0.5,0.5,0,0,0,0,1,0,0,0,1,0,3507
"Total","Danny Duffy","KCR",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3542
"Total","Clay Buchholz","BOS",1,2,2,0,1,0,0,0,0,0,1,0,0,0.5,0.5,0,3543
"Total","Liam Hendriks","2 Tms",6.2,24,0.222222222,0.083333333,0.166666666,0.75,0,0.111111111,0.5,0,0.25,0.5,0.25,0.16666667,0.58333333,0.25,3548
"Total","Clayton Richard","2 Tms",2.1,6,2,0.5,0.5,0,0,0,0,0,0.6,0.2,0.2,0.6,0.2,0.2,3551
"Total","Tony Barnette","TEX",5.1,20,1.2,0.266666666,0.4,0.333333333,0,0,0.166666666,0,0.33333333,0.46666667,0.2,0,0.73333333,0.26666667,3555
"Total","Brian Schlitter","CHC",1.1,5,1,0.2,0.4,0.4,0.5,0,0,0,0.2,0.4,0.4,0.4,0.2,0.4,3599
"Total","Jim Johnson","LAA",2,7,2,0.5,0.333333333,0.166666666,0,0,0,0,0.66666667,0.33333333,0,0,0.66666667,0.33333333,3656
"Total","Mat Latos","WSN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3815
"Total","Zach Duke","3 Tms",2,12,4,0.333333333,0.666666666,0,0,0,0.25,0,0.33333333,0.16666667,0.5,0.5,0.33333333,0.16666667,3840
"Total","Brett Oberholtzer","2 Tms",1.1,5,0.5,0,0.333333333,0.666666666,0,0,0,0,0.33333333,0.33333333,0.33333333,0,0.33333333,0.66666667,3855
"Total","Rubby De La Rosa","ARI",0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3862
"Total","Gavin Floyd","TOR",0.2,3,0,0.666666666,0,0.333333333,0,0,0,0,0.33333333,0.33333333,0.33333333,0,0.66666667,0.33333333,3886
"Total","Enrique Burgos","ARI",0.2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3895
"Total","Casey Fien","MIN",1,5,1,0.2,0.4,0.4,0,0.5,0,0,0.2,0.4,0.4,0,0.8,0.2,3926
"Total","Matt Magill","MIN",1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3950
"Total","David Carpenter","NYY",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3959
"Total","Edward Mujica","2 Tms",0.2,2,1,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,1,0,3970
"Total","Edinson Volquez","2 Tms",0.2,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,3990
"Total","Allen Webster","2 Tms",0.2,3,2,0,0.666666666,0.333333333,0,0,0.5,0,0.33333333,0.33333333,0.33333333,0.33333333,0.66666667,0,3993
"Total","Enny Romero","2 Tms",1,5,0.333333333,0,0.25,0.75,0,0,0,0,0.5,0.5,0,0,0.5,0.5,4001
"Total","Yusmeiro Petit","4 Tms",8.2,40,0.923076923,0.242424242,0.363636363,0.393939393,0.23076923,0.153846153,0.083333333,0,0.5,0.32352941,0.17647059,0.17647059,0.55882353,0.26470588,4020
"Total","Hector Santiago","CHW",0.2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4026
"Total","Steve Johnson","SEA",0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4053
"Total","Brian Duensing","3 Tms",5.1,20,0.666666666,0.333333333,0.266666666,0.4,0.166666666,0,0.25,0,0.33333333,0.33333333,0.33333333,0.33333333,0.4,0.26666667,4064
"Total","Pedro Strop","2 Tms",2.1,8,2,0.25,0.5,0.25,0,0,0,0,0.5,0.25,0.25,0,0.75,0.25,4070
"Total","Junichi Tazawa","2 Tms",2,10,0.666666666,0.166666666,0.333333333,0.5,0,0,0,0,0.33333333,0,0.66666667,0.33333333,0.33333333,0.33333333,4079
"Total","Erik Cordier","MIA",0.2,4,0.5,0,0.333333333,0.666666666,0,0.5,0,0,0.66666667,0.33333333,0,0,0.33333333,0.66666667,4086
"Total","Luke Gregerson","2 Tms",3.1,8,4,0.166666666,0.666666666,0.166666666,0,0,0,0,0.5,0.33333333,0.16666667,0.16666667,0.5,0.33333333,4090
"Total","Carlos Villanueva","2 Tms",4,18,0.8,0.25,0.333333333,0.416666666,0,0,0.25,0,0.5,0.25,0.25,0.16666667,0.83333333,0,4138
"Total","Derek Holland","3 Tms",2,8,2,0.4,0.4,0.2,0,0,0,0,0.4,0,0.6,0.4,0.2,0.4,4141
"Total","Edward Paredes","LAD",0.1,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4168
"Total","Rafael Dolis","TOR",1,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4185
"Total","David Hernandez","3 Tms",4.2,14,0,0.454545454,0,0.545454545,0.166666666,0,0,0,0.27272727,0.36363636,0.36363636,0.27272727,0.36363636,0.36363636,4259
"Total","Mark Melancon","2 Tms",2,9,1,0.5,0.25,0.25,0,0,0.5,0,0.375,0.625,0,0,0.375,0.625,4264
"Total","Manny Parra","CIN",1,4,1,0.666666666,0.333333333,0,0,0,0,0,0,1,0,0,1,0,4279
"Total","Matt Albers","2 Tms",2,10,1,0.428571428,0.285714285,0.285714285,0,0.5,0,0,0.71428571,0.14285714,0.14285714,0,0.28571429,0.71428571,4300
"Total","Justin Wilson","2 Tms",1.2,8,2,0.25,0.5,0.25,0,0,0,0,0.5,0.25,0.25,0.25,0.5,0.25,4301
"Total","Tyler Chatwood","CHC",0.2,5,1,0.333333333,0.333333333,0.333333333,0,1,0,0,0.66666667,0.33333333,0,0,0.66666667,0.33333333,4338
"Total","Craig Breslow","3 Tms",2.1,7,3,0,0.75,0.25,0,0,0,0,0.5,0.5,0,0,0.75,0.25,4363
"Total","Jonathon Niese","2 Tms",0.2,5,0.5,0,0.333333333,0.666666666,0,0,0,0,0,1,0,0.33333333,0.33333333,0.33333333,4424
"Total","Jordan Zimmermann","MIL",0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,4505
"Total","Mitch Harris","STL",0.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,4530
"Total","Chris Smith","OAK",0.1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4544
"Total","Joe Thatcher","HOU",0.2,3,1,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,1,0,4620
"Total","Sam LeCure","CIN",0.2,2,1,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,0,4664
"Total","Pat Neshek","HOU",0,2,0,0.5,0,0.5,0,1,0,0,0,1,0,0,0.5,0.5,4682
"Total","Jeff Francis","TOR",0.1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,4684
"Total","Nate Jones","3 Tms",1.2,9,1.5,0,0.6,0.4,0,0,0,0,0.2,0.6,0.2,0,0.6,0.4,4696
"Total","Matt Cain","SFG",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4732
"Total","Jonathan Broxton","STL",0.1,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4759
"Total","Felix Hernandez","SEA",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4772
"Total","Rich Hill","SDP",0.1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4806
"Total","Joe Blanton","4 Tms",2.2,8,4,0,0.8,0.2,0,0,0,0,0.6,0.2,0.2,0.2,0.6,0.2,4849
"Total","Ryan Kelly","ATL",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4858
"Total","Mike Montgomery","2 Tms",2,6,3,0,1,0,0,0,0,0,0.33333333,0.66666667,0,0,1,0,4869
"Total","Peter Moylan","2 Tms",5,23,1.4,0.2,0.466666666,0.333333333,0,0,0.285714285,0,0.53333333,0.4,0.06666667,0.26666667,0.53333333,0.2,4891
"Total","Scott Kazmir","SFG",0.1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4897
"Total","Joe Colon","CLE",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4920
"Total","Justin De Fratus","PHI",2,10,2,0.4,0.4,0.2,0,0.5,0.5,0,0.4,0.3,0.3,0.1,0.5,0.4,4955
"Total","Fernando Salas","4 Tms",3.2,14,1.333333333,0.3,0.4,0.3,0,0,0,0,0.6,0.3,0.1,0.2,0.5,0.3,4971
"Total","Fernando Abad","4 Tms",3.1,18,4.5,0,0.818181818,0.181818181,0,0.5,0,0,0.45454545,0.45454545,0.09090909,0.27272727,0.54545455,0.18181818,4994
"Total","Jake Diekman","7 Tms",4.1,13,0.666666666,0.09090909,0.363636363,0.545454545,0.166666666,0,0.25,0,0.27272727,0.27272727,0.45454545,0.36363636,0.45454545,0.18181818,5003
"Total","Bo Schultz","TOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5028
"Total","Dale Thayer","SDP",1.1,8,0.333333333,0,0.25,0.75,0,0.333333333,0,0,0.75,0.25,0,0.25,0.5,0.25,5032
"Total","Yohan Flande","COL",0.2,2,0,0.5,0,0.5,0,0,0,0,0.5,0,0.5,0,0.5,0.5,5057
"Total","Josh Fields","2 Tms",3,15,3,0.111111111,0.666666666,0.222222222,0,0,0,0,0.44444444,0.22222222,0.33333333,0.22222222,0.55555556,0.22222222,5070
"Total","Franklin Morales","KCR",2.2,10,1,0.142857142,0.428571428,0.428571428,0,0,0,0,0.57142857,0.28571429,0.14285714,0.28571429,0.42857143,0.28571429,5088
"Total","Anthony Gose","CLE",0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,5097
"Total","Jeurys Familia","4 Tms",3.2,12,1.333333333,0,0.571428571,0.428571428,0,0,0.25,0,0.71428571,0.14285714,0.14285714,0,0.57142857,0.42857143,5114
"Total","Mike Pelfrey","CHW",1,3,0,0,0,1,0,0,0,0,0,1,0,0,0.5,0.5,5203
"Total","Wade LeBlanc","2 Tms",3,14,2.5,0.3,0.5,0.2,0,0,0,0,0.3,0.6,0.1,0.1,0.5,0.4,5221
"Total","Blake Parker","4 Tms",2.2,8,1,0.2,0.4,0.4,0,0,0,0,0.4,0.4,0.2,0.2,0.6,0.2,5224
"Total","Wilmer Font","4 Tms",3.1,14,3.5,0.181818181,0.636363636,0.181818181,0.5,0,0,0,0.36363636,0.45454545,0.18181818,0.09090909,0.18181818,0.72727273,5257
"Total","Chris Tillman","BAL",0.2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,5279
"Total","Jose Alvarez","3 Tms",9,31,2.5,0.16,0.6,0.24,0.166666666,0.166666666,0.066666666,0,0.36,0.36,0.28,0.32,0.48,0.2,5358
"Total","Manny Banuelos","PIT",1.1,8,1.5,0.166666666,0.5,0.333333333,0,0,0.333333333,0,0.66666667,0.16666667,0.16666667,0.16666667,0.33333333,0.5,5365
"Total","Brad Peacock","HOU",2,6,1,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,5401
"Total","Pedro Baez","LAD",7,23,1.75,0.214285714,0.5,0.285714285,0,0,0,0,0.33333333,0.4,0.26666667,0.13333333,0.6,0.26666667,5420
"Total","Jesse Chavez","6 Tms",10.1,43,0.6,0.36,0.24,0.4,0.3,0.3,0,0,0.52,0.16,0.32,0.2,0.48,0.32,5448
"Total","Arodys Vizcaino","ATL",0.2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,5498
"Total","Dana Eveland","TBR",0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5508
"Total","Boone Logan","2 Tms",0.2,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,5525
"Total","Arnold Leon","2 Tms",0.2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5595
"Total","Ryan Brasier","2 Tms",6,20,0.333333333,0.272727272,0.181818181,0.545454545,0,0,0,0,0.09090909,0.54545455,0.36363636,0.27272727,0.45454545,0.27272727,5615
"Total","Tyler Clippard","5 Tms",4.1,18,0.333333333,0.428571428,0.142857142,0.428571428,0.333333333,0,0,0,0.75,0.125,0.125,0.125,0.5,0.375,5640
"Total","Brooks Brown","COL",1,3,2,0,0.666666666,0.333333333,0,0,0,0,0.33333333,0.33333333,0.33333333,0.66666667,0,0.33333333,5679
"Total","Junior Guerra","3 Tms",4.2,16,0.5,0.333333333,0.222222222,0.444444444,0,0,0,0,0.3,0.3,0.4,0.2,0.6,0.2,5702
"Total","Eric O'Flaherty","3 Tms",1.2,6,1,0,0.5,0.5,0,0,0,0,0.25,0.75,0,0,0.75,0.25,5746
"Total","Bruce Rondon","2 Tms",1,7,0,0.25,0,0.75,0,0.333333333,0,0,0.5,0.25,0.25,0,0.5,0.5,5766
"Total","Jorge Rondon","BAL",0.1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,5791
"Total","Jhan Marinez","2 Tms",2.2,12,4,0.375,0.5,0.125,0,0,0.25,0,0.5,0.25,0.25,0.25,0.5,0.25,5830
"Total","Radhames Liz","PIT",0.2,2,1,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0,1,0,5843
"Total","Jason Motte","2 Tms",1.1,6,0,0.333333333,0,0.666666666,0,0,0,0,0,0.66666667,0.33333333,0,1,0,5861
"Total","Gonzalez Germen","2 Tms",2.2,11,1,0.428571428,0.285714285,0.285714285,0,0,0.5,0,0.57142857,0,0.42857143,0.14285714,0.71428571,0.14285714,5876
"Total","Wesley Wright","LAA",0.1,2,1,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,0,5960
"Total","Randall Delgado","ARI",4.1,14,0.4,0.3,0.2,0.5,0,0,0,0,0.4,0.5,0.1,0,0.4,0.6,5985
"Total","Sugar Ray Marimon","ATL",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,6027
"Total","Kelvin Herrera","2 Tms",0.2,5,1,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0.5,0.5,6033
"Total","Huascar Brazoban","MIA",3.2,11,1,0,0.5,0.5,0,0.333333333,0,0,0.66666667,0,0.33333333,0.16666667,0.33333333,0.5,6107
"Total","Logan Kensing","SEA",0.1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,6166
"Total","Albert Suarez","SFG",0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6175
"Total","Dellin Betances","2 Tms",1.2,9,0.666666666,0.285714285,0.285714285,0.428571428,0,0,0,0,0.71428571,0.14285714,0.14285714,0.57142857,0.14285714,0.28571429,6216
"Total","Tom Gorzelanny","2 Tms",0.2,6,3,0,1,0,0,0,0.333333333,0,0.5,0,0.5,0,0.25,0.75,6244
"Total","Aaron Laffey","COL",0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,6248
"Total","Trevor Cahill","4 Tms",4.1,16,2,0.25,0.5,0.25,0.333333333,0,0,0,0.41666667,0.33333333,0.25,0.33333333,0.5,0.16666667,6249
"Total","Scott Feldman","2 Tms",1.1,3,1,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,1,0,6283
"Total","David Phelps","3 Tms",2.2,7,2,0.4,0.4,0.2,0,0,0,0,0.6,0,0.4,0,0.6,0.4,6316
"Total","Esmil Rogers","NYY",1,3,1,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,0,6317
"Total","Al Alburquerque","DET",1,6,3,0.2,0.6,0.2,0,0,0,0,0.8,0,0.2,0,0.8,0.2,6324
"Total","Trevor May","3 Tms",4.2,18,0.8,0.181818181,0.363636363,0.454545454,0.4,0.2,0,0,0.36363636,0.36363636,0.27272727,0.27272727,0.36363636,0.36363636,6398
"Total","Jose Cisnero","DET",2.2,13,1,0.2,0.4,0.4,0,0.5,0.5,0,0.4,0.2,0.4,0.2,0.2,0.6,6399
"Total","Stolmy Pimentel","TEX",0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6415
"Total","Tim Stauffer","2 Tms",1,3,1,0,0.5,0.5,0,0,0,0,0,1,0,0.5,0.5,0,6432
"Total","Vance Worley","3 Tms",2.1,11,4,0.333333333,0.666666666,0,0,0,0,0,0.33333333,0.33333333,0.33333333,0,0.66666667,0.33333333,6435
"Total","Kevin Jepsen","2 Tms",1,3,0,0.333333333,0,0.666666666,0.5,0,0,0,0,0.33333333,0.66666667,0.33333333,0.66666667,0,6475
"Total","Steve Cishek","8 Tms",9,36,1.75,0.12,0.56,0.32,0,0,0.214285714,0,0.46153846,0.42307692,0.11538462,0.26923077,0.42307692,0.30769231,6483
"Total","Blaine Hardy","DET",2.1,11,0.333333333,0.333333333,0.166666666,0.5,0,0,0,0,0.5,0.33333333,0.16666667,0.16666667,0.66666667,0.16666667,6499
"Total","Robert Stock","2 Tms",1.1,5,0.5,0.25,0.25,0.5,1,0,0,0,0,0.5,0.5,0.5,0,0.5,6576
"Total","Marc Rzepczynski","5 Tms",3.1,19,3.5,0.357142857,0.5,0.142857142,0,0,0.142857142,0,0.57142857,0.35714286,0.07142857,0.28571429,0.5,0.21428571,6612
